index,hour,minute,date,month,year,moisture_1,humidity_1,temperature_1
2958,6,20,26,2,2019,65,65,22.1
2959,6,25,26,2,2019,65,59,22.2
2960,6,30,26,2,2019,65,57,22.2
2961,6,35,26,2,2019,65,59,22.3
2962,6,40,26,2,2019,65,57,22.0
2963,6,45,26,2,2019,65,66,22.1
2964,6,50,26,2,2019,65,57,22.0
2965,6,55,26,2,2019,65,66,22.1
2966,7,0,26,2,2019,65,66,22.1
2967,7,6,26,2,2019,65,57,22.2
2968,7,11,26,2,2019,65,62,22.3
2969,7,16,26,2,2019,65,70,22.4
2970,7,21,26,2,2019,65,56,22.5
2971,7,26,26,2,2019,65,55,22.5
2972,7,31,26,2,2019,65,66,22.8
2973,7,36,26,2,2019,65,61,22.7
2974,7,41,26,2,2019,65,59,23.0
2975,7,46,26,2,2019,65,68,23.1
2976,7,51,26,2,2019,65,64,23.3
2977,7,56,26,2,2019,65,61,23.5
2978,8,1,26,2,2019,65,55,23.6
2979,8,6,26,2,2019,65,65,23.9
2980,8,11,26,2,2019,65,57,23.9
2981,8,16,26,2,2019,65,65,24.2
2982,8,21,26,2,2019,65,60,25.2
2983,8,26,26,2,2019,65,59,26.3
2984,8,31,26,2,2019,65,59,27.2
2985,8,36,26,2,2019,65,56,27.8
2986,8,41,26,2,2019,65,57,27.9
2987,8,46,26,2,2019,65,64,27.5
2988,8,51,26,2,2019,65,65,28.7
2989,8,56,26,2,2019,65,64,28.9
2990,9,1,26,2,2019,65,56,29.2
2991,9,6,26,2,2019,65,58,29.8
2992,9,11,26,2,2019,65,62,29.9
2993,9,16,26,2,2019,65,70,30.7
2994,9,21,26,2,2019,65,56,31.2
2995,9,26,26,2,2019,65,57,31.1
2996,9,31,26,2,2019,65,61,29.1
2997,9,36,26,2,2019,65,56,30.0
2998,9,41,26,2,2019,64,64,30.2
2999,9,46,26,2,2019,64,57,30.4
3000,9,51,26,2,2019,65,57,31.2
3001,9,56,26,2,2019,65,61,30.6
3002,10,1,26,2,2019,65,57,31.6
3003,10,6,26,2,2019,65,51,31.9
3004,10,11,26,2,2019,65,50,33.2
3005,10,16,26,2,2019,65,56,32.9
3006,10,22,26,2,2019,65,57,32.1
3007,10,27,26,2,2019,65,52,31.5
3008,10,32,26,2,2019,66,90,32.9
3009,10,37,26,2,2019,66,50,33.3
3010,10,42,26,2,2019,66,87,33.9
3011,10,47,26,2,2019,66,54,32.1
3012,10,52,26,2,2019,66,84,33.6
3013,10,57,26,2,2019,66,87,33.1
3014,11,2,26,2,2019,66,84,34.0
3015,11,7,26,2,2019,66,85,34.2
3016,11,12,26,2,2019,66,82,34.8
3017,11,17,26,2,2019,66,79,34.4
3018,11,22,26,2,2019,66,78,34.5
3019,11,27,26,2,2019,66,82,33.5
3020,11,32,26,2,2019,65,81,34.9
3021,11,37,26,2,2019,65,76,34.7
3022,11,42,26,2,2019,65,72,35.7
3023,11,47,26,2,2019,65,70,36.2
3024,11,52,26,2,2019,65,67,35.2
3025,11,57,26,2,2019,65,68,36.7
3026,12,2,26,2,2019,65,66,35.7
3027,12,7,26,2,2019,65,59,35.0
3028,12,12,26,2,2019,64,65,35.2
3029,12,17,26,2,2019,64,57,35.7
3030,12,22,26,2,2019,64,59,34.1
3031,12,27,26,2,2019,64,61,35.3
3032,12,32,26,2,2019,64,61,34.2
3033,12,37,26,2,2019,64,63,34.4
3034,12,42,26,2,2019,64,62,34.8
3035,12,47,26,2,2019,64,59,34.7
3036,12,52,26,2,2019,64,69,35.2
3037,12,57,26,2,2019,64,78,33.1
3038,13,2,26,2,2019,64,63,25.9
3039,13,7,26,2,2019,64,63,25.9
3040,13,12,26,2,2019,64,63,25.9
3041,13,17,26,2,2019,64,63,25.9
3042,13,22,26,2,2019,64,63,25.9
3043,13,27,26,2,2019,64,63,25.9
3044,13,32,26,2,2019,64,63,25.9
3045,13,38,26,2,2019,64,63,25.9
3046,13,43,26,2,2019,64,63,25.9
3047,13,48,26,2,2019,64,63,25.9
3048,13,53,26,2,2019,64,63,25.9
3049,13,58,26,2,2019,64,63,25.9
3050,14,3,26,2,2019,63,63,25.9
3051,14,8,26,2,2019,64,63,25.9
3052,14,13,26,2,2019,64,63,25.9
3053,14,18,26,2,2019,63,63,25.9
3054,14,23,26,2,2019,63,63,25.9
3055,14,28,26,2,2019,63,63,25.9
3056,14,33,26,2,2019,63,63,25.9
3057,14,38,26,2,2019,63,63,25.9
3058,14,43,26,2,2019,63,63,25.9
3059,14,48,26,2,2019,63,63,25.9
3060,14,53,26,2,2019,63,63,25.9
3061,14,58,26,2,2019,63,63,25.9
3062,15,3,26,2,2019,63,63,25.9
3063,15,8,26,2,2019,63,63,25.9
3064,15,13,26,2,2019,63,63,25.9
3065,15,18,26,2,2019,63,63,25.9
3066,15,23,26,2,2019,63,63,25.9
3067,15,28,26,2,2019,63,63,25.9
3068,15,33,26,2,2019,63,63,25.9
3069,15,38,26,2,2019,63,63,25.9
3070,15,43,26,2,2019,63,63,25.9
3071,15,48,26,2,2019,63,86,33.4
3072,15,53,26,2,2019,63,86,32.9
3073,15,58,26,2,2019,63,87,33.0
3074,16,3,26,2,2019,63,49,32.8
3075,16,8,26,2,2019,63,46,31.7
3076,16,13,26,2,2019,63,60,32.0
3077,16,18,26,2,2019,63,60,31.7
3078,16,23,26,2,2019,62,59,31.7
3079,16,28,26,2,2019,63,60,31.7
3080,16,33,26,2,2019,63,66,29.9
3081,16,38,26,2,2019,63,54,29.9
3082,16,43,26,2,2019,63,57,29.4
3083,16,49,26,2,2019,63,65,29.5
3084,16,54,26,2,2019,63,70,29.4
3085,16,59,26,2,2019,63,68,28.2
3086,17,4,26,2,2019,63,59,27.5
3087,17,9,26,2,2019,63,60,27.7
3088,17,14,26,2,2019,63,67,27.8
3089,17,19,26,2,2019,63,69,27.3
3090,17,24,26,2,2019,63,68,26.9
3091,17,29,26,2,2019,63,59,26.7
3092,17,34,26,2,2019,63,60,26.7
3093,17,39,26,2,2019,63,68,26.2
3094,17,44,26,2,2019,63,59,26.2
3095,17,49,26,2,2019,63,68,26.5
3096,17,54,26,2,2019,63,55,26.4
3097,17,59,26,2,2019,63,55,26.0
3098,18,4,26,2,2019,63,62,25.9
3099,18,9,26,2,2019,63,55,25.9
3100,18,14,26,2,2019,63,56,25.7
3101,18,19,26,2,2019,63,61,25.6
3102,18,24,26,2,2019,63,67,25.4
3103,18,29,26,2,2019,63,59,25.3
3104,18,34,26,2,2019,63,62,25.2
3105,18,39,26,2,2019,63,62,25.1
3106,18,44,26,2,2019,63,59,25.0
3107,18,49,26,2,2019,63,68,24.9
3108,18,54,26,2,2019,63,62,24.9
3109,18,59,26,2,2019,64,56,24.9
3110,19,4,26,2,2019,64,66,24.8
3111,19,9,26,2,2019,63,66,24.7
3112,19,14,26,2,2019,63,61,24.7
3113,19,19,26,2,2019,63,69,24.6
3114,19,24,26,2,2019,63,55,24.5
3115,19,29,26,2,2019,64,58,24.6
3116,19,34,26,2,2019,63,62,24.6
3117,19,39,26,2,2019,63,65,24.7
3118,19,44,26,2,2019,63,61,24.5
3119,19,49,26,2,2019,63,58,24.5
3120,19,54,26,2,2019,63,66,24.3
3121,19,59,26,2,2019,64,64,24.2
3122,20,5,26,2,2019,63,62,24.3
3123,20,10,26,2,2019,63,60,24.4
3124,20,15,26,2,2019,63,62,24.3
3125,20,20,26,2,2019,64,67,24.1
3126,20,25,26,2,2019,64,66,24.2
3127,20,30,26,2,2019,64,56,24.0
3128,20,35,26,2,2019,64,58,24.0
3129,20,40,26,2,2019,64,55,23.9
3130,20,45,26,2,2019,64,63,24.0
3131,20,50,26,2,2019,64,56,23.9
3132,20,55,26,2,2019,64,70,23.9
3133,21,0,26,2,2019,63,60,24.0
3134,21,5,26,2,2019,63,56,24.0
3135,21,10,26,2,2019,63,66,24.0
3136,21,15,26,2,2019,63,69,24.0
3137,21,20,26,2,2019,63,64,24.0
3138,21,25,26,2,2019,64,62,24.0
3139,21,30,26,2,2019,64,65,23.9
3140,21,35,26,2,2019,64,65,23.8
3141,21,40,26,2,2019,64,56,23.9
3142,21,45,26,2,2019,64,60,23.9
3143,21,50,26,2,2019,64,64,24.0
3144,21,55,26,2,2019,63,63,23.8
3145,22,0,26,2,2019,63,69,23.8
3146,22,5,26,2,2019,63,60,23.9
3147,22,10,26,2,2019,64,63,23.9
3148,22,15,26,2,2019,63,61,24.0
3149,22,20,26,2,2019,64,68,23.8
3150,22,25,26,2,2019,63,70,23.7
3151,22,30,26,2,2019,64,68,23.5
3152,22,35,26,2,2019,63,55,23.7
3153,22,40,26,2,2019,63,60,23.7
3154,22,45,26,2,2019,63,69,23.7
3155,22,50,26,2,2019,63,62,23.8
3156,22,55,26,2,2019,63,58,23.7
3157,23,0,26,2,2019,64,67,23.7
3158,23,5,26,2,2019,64,64,23.7
3159,23,10,26,2,2019,64,63,23.6
3160,23,15,26,2,2019,64,64,23.7
3161,23,20,26,2,2019,64,63,23.7
3162,23,26,26,2,2019,64,68,23.5
3163,23,31,26,2,2019,64,62,23.3
3164,23,36,26,2,2019,64,56,23.4
3165,23,41,26,2,2019,64,65,23.5
3166,23,46,26,2,2019,64,64,23.4
3167,23,51,26,2,2019,64,66,23.3
3168,23,56,26,2,2019,64,66,23.4
3169,0,1,27,2,2019,64,66,23.3
3170,0,6,27,2,2019,64,67,23.4
3171,0,11,27,2,2019,64,61,23.4
3172,0,16,27,2,2019,64,59,23.2
3173,0,21,27,2,2019,64,61,23.2
3174,0,26,27,2,2019,64,66,23.4
3175,0,31,27,2,2019,64,55,23.3
3176,0,36,27,2,2019,64,62,23.3
3177,0,41,27,2,2019,64,60,23.3
3178,0,46,27,2,2019,64,56,23.3
3179,0,51,27,2,2019,64,58,23.4
3180,0,56,27,2,2019,64,65,23.3
3181,1,1,27,2,2019,64,55,23.2
3182,1,6,27,2,2019,64,55,23.0
3183,1,11,27,2,2019,64,63,23.0
3184,1,16,27,2,2019,64,56,23.3
3185,1,21,27,2,2019,64,55,23.1
3186,1,26,27,2,2019,64,60,23.0
3187,1,31,27,2,2019,64,55,22.9
3188,1,36,27,2,2019,64,60,22.9
3189,1,41,27,2,2019,64,56,22.9
3190,1,46,27,2,2019,64,61,22.8
3191,1,51,27,2,2019,65,65,22.5
3192,1,56,27,2,2019,65,55,22.5
3193,2,1,27,2,2019,65,59,22.3
3194,2,6,27,2,2019,65,56,22.2
3195,2,11,27,2,2019,64,69,22.2
3196,2,16,27,2,2019,64,66,22.1
3197,2,21,27,2,2019,64,65,22.3
3198,2,26,27,2,2019,64,65,21.9
3199,2,31,27,2,2019,65,69,21.8
3200,2,36,27,2,2019,64,59,21.9
3201,2,42,27,2,2019,65,56,21.9
3202,2,47,27,2,2019,65,62,21.8
3203,2,52,27,2,2019,65,64,21.7
3204,2,57,27,2,2019,65,63,21.7
3205,3,2,27,2,2019,65,64,22.1
3206,3,7,27,2,2019,65,63,22.0
3207,3,12,27,2,2019,64,60,21.9
3208,3,17,27,2,2019,64,60,22.2
3209,3,22,27,2,2019,64,59,22.1
3210,3,27,27,2,2019,64,69,21.9
3211,3,32,27,2,2019,64,60,21.8
3212,3,37,27,2,2019,64,58,21.9
3213,3,42,27,2,2019,64,60,21.4
3214,3,47,27,2,2019,64,64,21.2
3215,3,52,27,2,2019,64,63,21.3
3216,3,57,27,2,2019,64,62,21.4
3217,4,2,27,2,2019,64,64,21.5
3218,4,7,27,2,2019,64,56,21.3
3219,4,12,27,2,2019,64,57,21.2
3220,4,17,27,2,2019,64,69,21.1
3221,4,22,27,2,2019,65,64,21.4
3222,4,27,27,2,2019,64,63,21.3
3223,4,32,27,2,2019,65,58,21.4
3224,4,37,27,2,2019,64,56,21.3
3225,4,42,27,2,2019,64,58,21.2
3226,4,47,27,2,2019,65,56,21.1
3227,4,52,27,2,2019,65,69,21.2
3228,4,57,27,2,2019,65,70,21.0
3229,5,2,27,2,2019,65,55,21.2
3230,5,7,27,2,2019,64,58,21.4
3231,5,12,27,2,2019,65,69,21.0
3232,5,17,27,2,2019,64,67,21.0
3233,5,22,27,2,2019,64,63,21.6
3234,5,27,27,2,2019,64,61,21.3
3235,5,32,27,2,2019,65,63,21.1
3236,5,37,27,2,2019,64,66,21.0
3237,5,42,27,2,2019,64,61,21.3
3238,5,47,27,2,2019,65,66,21.3
3239,5,52,27,2,2019,64,62,21.0
3240,5,58,27,2,2019,64,65,21.0
3241,6,3,27,2,2019,64,64,21.2
3242,6,8,27,2,2019,64,60,21.2
3243,6,13,27,2,2019,64,63,21.3
3244,6,18,27,2,2019,64,58,21.1
3245,6,23,27,2,2019,64,69,21.0
3246,6,28,27,2,2019,64,56,21.0
3247,6,33,27,2,2019,65,67,20.9
3248,6,38,27,2,2019,64,61,20.9
3249,6,43,27,2,2019,64,61,21.1
3250,6,48,27,2,2019,64,56,21.4
3251,6,53,27,2,2019,64,70,21.5
3252,6,58,27,2,2019,64,63,21.6
3253,7,3,27,2,2019,64,55,21.6
3254,7,8,27,2,2019,64,58,21.3
3255,7,13,27,2,2019,64,66,21.6
3256,7,18,27,2,2019,64,65,21.7
3257,7,23,27,2,2019,64,67,21.9
3258,7,28,27,2,2019,64,57,21.9
3259,7,33,27,2,2019,64,59,21.9
3260,7,38,27,2,2019,64,67,22.2
3261,7,43,27,2,2019,64,56,22.3
3262,7,48,27,2,2019,64,68,22.4
3263,7,53,27,2,2019,64,56,22.8
3264,7,58,27,2,2019,64,59,23.1
3265,8,3,27,2,2019,64,66,23.3
3266,8,8,27,2,2019,64,56,23.6
3267,8,13,27,2,2019,64,61,23.7
3268,8,18,27,2,2019,64,68,24.0
3269,8,23,27,2,2019,63,60,25.4
3270,8,28,27,2,2019,63,59,26.6
3271,8,33,27,2,2019,63,68,27.0
3272,8,38,27,2,2019,63,59,27.2
3273,8,43,27,2,2019,63,61,28.3
3274,8,48,27,2,2019,63,61,28.4
3275,8,53,27,2,2019,63,67,28.4
3276,8,58,27,2,2019,63,55,28.9
3277,9,3,27,2,2019,63,61,29.3
3278,9,8,27,2,2019,63,67,29.6
3279,9,14,27,2,2019,63,63,29.1
3280,9,19,27,2,2019,63,64,28.1
3281,9,24,27,2,2019,63,61,29.5
3282,9,29,27,2,2019,63,58,29.1
3283,9,34,27,2,2019,63,64,28.5
3284,9,39,27,2,2019,63,63,28.8
3285,9,44,27,2,2019,62,67,28.0
3286,9,49,27,2,2019,62,65,29.4
3287,9,54,27,2,2019,62,58,30.3
3288,9,59,27,2,2019,62,56,31.2
3289,10,4,27,2,2019,62,56,31.2
3290,10,9,27,2,2019,63,63,31.3
3291,10,14,27,2,2019,62,70,31.9
3292,10,19,27,2,2019,63,61,32.3
3293,10,24,27,2,2019,63,62,33.2
3294,10,29,27,2,2019,62,59,31.5
3295,10,34,27,2,2019,63,68,32.5
3296,10,39,27,2,2019,63,68,31.2
3297,10,44,27,2,2019,62,56,30.3
3298,10,49,27,2,2019,62,57,30.6
3299,10,54,27,2,2019,62,65,32.1
3300,10,59,27,2,2019,63,60,32.0
3301,11,4,27,2,2019,62,62,32.0
3302,11,9,27,2,2019,62,52,31.9
3303,11,14,27,2,2019,62,57,31.1
3304,11,19,27,2,2019,63,52,32.4
3305,11,24,27,2,2019,62,50,32.4
3306,11,29,27,2,2019,62,55,33.6
3307,11,34,27,2,2019,62,61,31.5
3308,11,39,27,2,2019,62,51,32.8
3309,11,44,27,2,2019,62,56,32.1
3310,11,49,27,2,2019,62,54,31.5
3311,11,54,27,2,2019,62,58,32.0
3312,11,59,27,2,2019,62,68,32.3
3313,12,4,27,2,2019,62,61,32.1
3314,12,9,27,2,2019,62,63,31.5
3315,12,14,27,2,2019,62,67,31.0
3316,12,19,27,2,2019,62,59,30.0
3317,12,24,27,2,2019,62,63,31.0
3318,12,30,27,2,2019,62,59,30.7
3319,12,35,27,2,2019,62,57,30.5
3320,12,40,27,2,2019,62,66,30.3
3321,12,45,27,2,2019,62,62,30.7
3322,12,50,27,2,2019,62,69,30.0
3323,12,55,27,2,2019,62,68,29.7
3324,13,0,27,2,2019,62,70,29.0
3325,13,5,27,2,2019,62,64,29.5
3326,13,10,27,2,2019,62,66,30.4
3327,13,15,27,2,2019,62,65,31.0
3328,13,20,27,2,2019,62,59,30.8
3329,13,25,27,2,2019,62,68,31.4
3330,13,30,27,2,2019,62,62,32.6
3331,13,35,27,2,2019,62,59,32.2
3332,13,40,27,2,2019,61,62,29.8
3333,13,45,27,2,2019,61,55,32.3
3334,13,50,27,2,2019,61,58,31.7
3335,13,55,27,2,2019,61,66,32.6
3336,14,0,27,2,2019,61,61,32.8
3337,14,5,27,2,2019,62,63,31.0
3338,14,10,27,2,2019,61,65,31.3
3339,14,15,27,2,2019,61,60,31.8
3340,14,20,27,2,2019,61,60,31.0
3341,14,25,27,2,2019,61,62,30.5
3342,14,30,27,2,2019,61,64,30.1
3343,14,35,27,2,2019,61,60,31.4
3344,14,40,27,2,2019,61,56,30.1
3345,14,45,27,2,2019,61,65,31.0
3346,14,50,27,2,2019,61,69,32.2
3347,14,55,27,2,2019,61,65,32.2
3348,15,0,27,2,2019,61,57,32.7
3349,15,5,27,2,2019,61,52,33.2
3350,15,10,27,2,2019,61,57,32.2
3351,15,15,27,2,2019,61,61,32.9
3352,15,20,27,2,2019,61,54,33.7
3353,15,25,27,2,2019,61,62,32.2
3354,15,30,27,2,2019,61,63,33.2
3355,15,35,27,2,2019,61,66,31.4
3356,15,40,27,2,2019,61,55,31.9
3357,15,46,27,2,2019,61,65,30.1
3358,15,51,27,2,2019,64,69,29.1
3359,15,56,27,2,2019,64,69,31.1
3360,16,1,27,2,2019,64,57,32.1
3361,16,6,27,2,2019,64,61,30.6
3362,16,11,27,2,2019,64,63,30.4
3363,16,16,27,2,2019,63,67,29.8
3364,16,21,27,2,2019,63,70,30.4
3365,16,26,27,2,2019,64,65,30.1
3366,16,31,27,2,2019,64,59,29.5
3367,16,36,27,2,2019,63,60,28.8
3368,16,41,27,2,2019,64,55,29.4
3369,16,46,27,2,2019,64,60,28.9
3370,16,51,27,2,2019,64,69,26.8
3371,16,56,27,2,2019,64,60,26.5
3372,17,1,27,2,2019,64,61,27.0
3373,17,6,27,2,2019,64,64,27.0
3374,17,11,27,2,2019,64,62,26.6
3375,17,16,27,2,2019,64,62,26.6
3376,17,21,27,2,2019,64,70,26.3
3377,17,26,27,2,2019,64,56,26.4
3378,17,31,27,2,2019,64,57,26.3
3379,17,36,27,2,2019,64,60,26.0
3380,17,41,27,2,2019,64,62,26.0
3381,17,46,27,2,2019,64,68,25.9
3382,17,51,27,2,2019,64,66,25.6
3383,17,56,27,2,2019,64,60,25.5
3384,18,1,27,2,2019,64,67,25.5
3385,18,6,27,2,2019,64,61,25.4
3386,18,11,27,2,2019,64,57,25.4
3387,18,16,27,2,2019,64,64,25.1
3388,18,21,27,2,2019,64,63,25.3
3389,18,26,27,2,2019,64,67,25.2
3390,18,31,27,2,2019,64,67,25.0
3391,18,36,27,2,2019,64,69,24.9
3392,18,41,27,2,2019,64,58,24.8
3393,18,46,27,2,2019,64,57,24.6
3394,18,51,27,2,2019,64,55,24.4
3395,18,56,27,2,2019,64,56,24.4
3396,19,2,27,2,2019,64,61,24.4
3397,19,7,27,2,2019,64,67,24.4
3398,19,12,27,2,2019,64,69,24.3
3399,19,17,27,2,2019,64,64,24.4
3400,19,22,27,2,2019,64,68,24.4
3401,19,27,27,2,2019,64,64,24.3
3402,19,32,27,2,2019,64,62,24.3
3403,19,37,27,2,2019,64,67,24.3
3404,19,42,27,2,2019,64,62,24.3
3405,19,47,27,2,2019,64,59,24.2
3406,19,52,27,2,2019,64,68,24.0
3407,19,57,27,2,2019,64,67,24.1
3408,20,2,27,2,2019,64,66,24.1
3409,20,7,27,2,2019,64,56,23.9
3410,20,12,27,2,2019,64,68,23.9
3411,20,17,27,2,2019,64,66,24.1
3412,20,22,27,2,2019,64,63,24.0
3413,20,27,27,2,2019,64,64,23.8
3414,20,32,27,2,2019,64,63,23.9
3415,20,37,27,2,2019,64,56,23.8
3416,20,42,27,2,2019,64,62,23.7
3417,20,47,27,2,2019,64,63,23.5
3418,20,52,27,2,2019,64,60,23.5
3419,20,57,27,2,2019,64,64,23.7
3420,21,2,27,2,2019,64,55,23.7
3421,21,7,27,2,2019,64,62,23.7
3422,21,12,27,2,2019,64,56,23.7
3423,21,17,27,2,2019,64,55,23.7
3424,21,22,27,2,2019,64,58,23.5
3425,21,27,27,2,2019,64,65,23.7
3426,21,32,27,2,2019,64,65,23.6
3427,21,37,27,2,2019,64,67,23.5
3428,21,42,27,2,2019,64,64,23.4
3429,21,47,27,2,2019,64,63,23.3
3430,21,52,27,2,2019,64,56,23.3
3431,21,57,27,2,2019,64,66,23.3
3432,22,2,27,2,2019,65,56,23.3
3433,22,7,27,2,2019,64,69,23.6
3434,22,12,27,2,2019,64,56,23.4
3435,22,17,27,2,2019,64,62,23.7
3436,22,23,27,2,2019,64,58,23.7
3437,22,28,27,2,2019,64,61,23.2
3438,22,33,27,2,2019,64,61,23.2
3439,22,38,27,2,2019,64,60,23.3
3440,22,43,27,2,2019,64,64,23.2
3441,22,48,27,2,2019,64,67,23.1
3442,22,53,27,2,2019,64,65,23.0
3443,22,58,27,2,2019,64,67,23.0
3444,23,3,27,2,2019,64,63,22.7
3445,23,8,27,2,2019,64,65,22.7
3446,23,13,27,2,2019,64,61,23.1
3447,23,18,27,2,2019,64,69,23.0
3448,23,23,27,2,2019,64,60,22.5
3449,23,28,27,2,2019,64,70,22.6
3450,23,33,27,2,2019,64,56,22.6
3451,23,38,27,2,2019,64,57,22.7
3452,23,43,27,2,2019,64,65,22.6
3453,23,48,27,2,2019,64,56,22.5
3454,23,53,27,2,2019,64,70,22.3
3455,23,58,27,2,2019,64,59,22.2
3456,0,3,28,2,2019,64,63,22.2
3457,0,8,28,2,2019,64,60,22.2
3458,0,13,28,2,2019,64,68,22.5
3459,0,18,28,2,2019,64,58,22.3
3460,0,23,28,2,2019,64,64,22.1
3461,0,28,28,2,2019,64,62,22.3
3462,0,33,28,2,2019,65,69,22.4
3463,0,38,28,2,2019,64,66,22.2
3464,0,43,28,2,2019,64,61,22.2
3465,0,48,28,2,2019,64,69,22.4
3466,0,53,28,2,2019,64,61,22.2
3467,0,58,28,2,2019,64,57,22.4
3468,1,3,28,2,2019,64,60,22.3
3469,1,8,28,2,2019,64,66,22.4
3470,1,13,28,2,2019,64,62,22.5
3471,1,18,28,2,2019,65,65,22.3
3472,1,23,28,2,2019,64,59,22.3
3473,1,28,28,2,2019,64,68,22.2
3474,1,33,28,2,2019,64,63,22.0
3475,1,39,28,2,2019,64,58,22.1
3476,1,44,28,2,2019,64,68,22.1
3477,1,49,28,2,2019,64,67,22.1
3478,1,54,28,2,2019,64,59,22.0
3479,1,59,28,2,2019,64,56,21.9
3480,2,4,28,2,2019,64,63,21.9
3481,2,9,28,2,2019,64,64,22.0
3482,2,14,28,2,2019,64,57,21.9
3483,2,19,28,2,2019,64,68,21.8
3484,2,24,28,2,2019,64,65,21.7
3485,2,29,28,2,2019,64,63,21.8
3486,2,34,28,2,2019,64,63,21.7
3487,2,39,28,2,2019,65,61,21.9
3488,2,44,28,2,2019,64,67,22.0
3489,2,49,28,2,2019,64,62,22.3
3490,2,54,28,2,2019,64,64,22.2
3491,2,59,28,2,2019,64,58,22.1
3492,3,4,28,2,2019,64,69,22.0
3493,3,9,28,2,2019,64,65,22.1
3494,3,14,28,2,2019,64,65,22.1
3495,3,19,28,2,2019,64,70,22.0
3496,3,24,28,2,2019,64,58,22.0
3497,3,29,28,2,2019,64,67,22.1
3498,3,34,28,2,2019,64,61,22.0
3499,3,39,28,2,2019,64,58,22.0
3500,3,44,28,2,2019,64,63,21.7
3501,3,49,28,2,2019,64,63,21.6
3502,3,54,28,2,2019,65,66,21.7
3503,3,59,28,2,2019,64,65,21.6
3504,4,4,28,2,2019,64,63,21.7
3505,4,9,28,2,2019,64,55,21.5
3506,4,14,28,2,2019,64,66,21.4
3507,4,19,28,2,2019,64,59,21.3
3508,4,24,28,2,2019,64,66,21.4
3509,4,29,28,2,2019,64,58,21.5
3510,4,34,28,2,2019,64,62,21.5
3511,4,39,28,2,2019,64,65,21.5
3512,4,44,28,2,2019,64,65,21.3
3513,4,49,28,2,2019,65,60,21.6
3514,4,55,28,2,2019,64,62,21.5
3515,5,0,28,2,2019,64,64,21.2
3516,5,5,28,2,2019,64,55,21.5
3517,5,10,28,2,2019,64,64,21.3
3518,5,15,28,2,2019,65,69,21.2
3519,5,20,28,2,2019,64,68,21.4
3520,5,25,28,2,2019,64,64,21.5
3521,5,30,28,2,2019,64,62,21.3
3522,5,35,28,2,2019,64,66,21.3
3523,5,40,28,2,2019,64,69,21.2
3524,5,45,28,2,2019,65,63,21.3
3525,5,50,28,2,2019,64,62,21.6
3526,5,55,28,2,2019,64,63,21.5
3527,6,0,28,2,2019,65,58,21.6
3528,6,5,28,2,2019,64,62,21.6
3529,6,10,28,2,2019,64,58,21.4
3530,6,15,28,2,2019,64,67,21.4
3531,6,20,28,2,2019,64,70,21.4
3532,6,25,28,2,2019,64,60,21.6
3533,6,30,28,2,2019,64,69,21.5
3534,6,35,28,2,2019,64,67,21.6
3535,6,40,28,2,2019,64,66,21.8
3536,6,45,28,2,2019,64,68,22.0
3537,6,50,28,2,2019,64,62,21.9
3538,6,55,28,2,2019,65,66,22.0
3539,7,0,28,2,2019,64,66,22.0
3540,7,5,28,2,2019,64,57,22.2
3541,7,10,28,2,2019,64,61,22.2
3542,7,15,28,2,2019,64,61,22.3
3543,7,20,28,2,2019,64,63,22.4
3544,7,25,28,2,2019,64,55,22.4
3545,7,30,28,2,2019,65,65,22.4
3546,7,35,28,2,2019,64,55,22.5
3547,7,40,28,2,2019,64,60,22.7
3548,7,45,28,2,2019,64,59,22.8
3549,7,50,28,2,2019,64,66,22.9
3550,7,55,28,2,2019,64,59,23.0
3551,8,0,28,2,2019,64,57,23.2
3552,8,5,28,2,2019,64,66,23.4
3553,8,11,28,2,2019,64,65,23.5
3554,8,16,28,2,2019,65,69,23.8
3555,8,21,28,2,2019,64,58,24.9
3556,8,26,28,2,2019,64,61,25.3
3557,8,31,28,2,2019,64,56,26.0
3558,8,36,28,2,2019,64,63,25.6
3559,8,41,28,2,2019,64,60,25.0
3560,8,46,28,2,2019,64,61,24.8
3561,8,51,28,2,2019,65,61,25.9
3562,8,56,28,2,2019,64,57,26.6
3563,9,1,28,2,2019,64,67,26.6
3564,9,6,28,2,2019,64,68,28.7
3565,9,11,28,2,2019,64,65,29.2
3566,9,16,28,2,2019,64,57,29.4
3567,9,21,28,2,2019,65,63,30.2
3568,9,26,28,2,2019,64,67,30.6
3569,9,31,28,2,2019,64,58,28.6
3570,9,36,28,2,2019,64,63,28.9
3571,9,41,28,2,2019,64,65,28.1
3572,9,46,28,2,2019,64,63,29.5
3573,9,51,28,2,2019,65,62,30.4
3574,9,56,28,2,2019,65,63,30.1
3575,10,1,28,2,2019,65,61,30.2
3576,10,6,28,2,2019,65,68,30.1
3577,10,11,28,2,2019,65,55,30.9
3578,10,16,28,2,2019,64,64,30.8
3579,10,21,28,2,2019,64,58,30.8
3580,10,26,28,2,2019,64,64,30.9
3581,10,31,28,2,2019,65,57,31.2
3582,10,36,28,2,2019,64,60,30.6
3583,10,41,28,2,2019,64,63,32.0
3584,10,46,28,2,2019,64,54,30.5
3585,10,51,28,2,2019,64,64,32.2
3586,10,56,28,2,2019,65,62,32.2
3587,11,1,28,2,2019,64,59,31.8
3588,11,6,28,2,2019,64,47,31.4
3589,11,11,28,2,2019,64,57,32.6
3590,11,16,28,2,2019,65,59,32.0
3591,11,21,28,2,2019,65,90,31.8
